Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,latitude,longitude,new_color_1,new_color_2,density
1,1.0,2,2,1,2,1,2,1,2,42.8432231,-72.56567519,9,0,1522.3
1,1.0,3,2,3,2,1,2,2,0,42.8736215,-73.20752191,5,0,2825.9
1,1.0,2,2,3,2,1,2,1,0,43.0494541,-72.66798118,5,0,1042.7
0,1.0,4,2,2,3,3,2,2,2,43.91671715,-72.66555398,5,0,2602.1
1,1.0,3,0,2,0,3,2,0,0,43.4871108,-72.40290114,8,0,1658.9
0,1.0,0,0,0,0,0,2,0,0,44.44588685,-72.00997261,5,0,2723.5
1,1.0,2,2,2,2,1,2,1,0,36.93349735,-82.6422989,5,0,1129.8
1,1.0,2,3,1,3,1,3,1,3,38.4052016,-78.85597049,9,0,1955.8
1,1.0,3,0,2,0,1,2,0,0,39.19627145,-78.18943473,9,0,3184.7
1,1.0,3,2,1,3,1,2,1,1,36.86246035,-76.30383384,9,0,2038.4
1,1.0,2,3,2,2,1,2,1,0,38.0324342,-78.49906067,8,0,1554.3
1,1.0,4,1,3,3,1,2,1,2,36.8988464,-76.28117105,5,0,2415.7
1,1.0,4,1,3,3,1,2,1,1,36.71195555,-78.91420475,5,0,263.4
1,1.0,3,1,2,3,1,1,2,0,36.83632175,-76.34681407,9,0,5723.5
1,1.0,3,1,3,1,1,2,2,0,38.0950983,-78.98590297,5,0,3365.9
1,1.0,2,2,1,2,1,2,1,3,38.71209605,-77.80865022,8,0,2049.4
1,1.0,3,2,2,2,2,2,1,0,37.25133545,-79.94157624,9,0,1030.9
1,1.0,4,2,2,3,2,2,1,1,38.92011685,-78.15292588,9,0,1837.8
1,1.0,3,2,2,2,1,2,0,0,37.6976461,-75.72384298,8,0,2172.6
1,1.0,2,2,2,2,1,2,2,1,36.8514234,-81.5078773,5,0,1324.9
1,1.0,4,0,2,0,3,3,0,0,38.8223813,-77.10473399,8,0,2665.3
1,1.0,3,3,3,2,1,2,1,2,23.5214402,88.5494408,7,0,1385.1
1,1.0,4,1,1,3,2,3,1,3,39.0744725,-77.47767108,8,0,3184.7
1,1.0,3,2,2,2,1,2,2,2,36.77324385,-76.58098727,5,0,420.5
1,1.0,3,2,2,2,1,2,2,2,38.76604585,-77.4879604,1,0,481.5
1,1.0,2,2,2,2,1,2,1,0,36.85089425,-76.18994182,5,0,3184.7
1,1.0,3,1,3,2,1,2,2,0,37.2639562,-80.03025486,5,0,3184.7
0,1.0,3,2,2,2,2,2,0,0,37.0642152,-76.48300854,8,0,2049.4
1,1.0,3,0,2,0,1,2,0,0,37.09561695,-81.81998966,1,0,1503.9
1,1.0,3,2,2,2,1,2,2,0,38.8574108,-77.22849481,7,0,1370.5
1,1.0,3,2,2,3,1,2,3,2,37.336537,-76.740867,5,0,1657.6
1,1.0,3,0,2,0,3,2,0,0,37.18259005,-77.35951428,8,0,1618.1
1,1.0,2,2,2,1,1,2,1,2,38.022927,-78.44433506,5,0,1288.3
0,1.0,0,0,0,0,3,0,0,0,37.9009082,-76.8785345,5,0,1805.3
1,1.0,2,1,3,1,1,2,1,0,37.35204605,-79.51748756,5,0,704.1
1,1.0,3,0,2,0,2,2,0,0,36.9936231,-79.89030483,9,0,1805.3
0,1.0,0,0,2,0,2,0,0,0,36.69194635,-76.93720259,2,0,3517.5
1,1.0,3,0,2,0,3,3,0,0,37.05650465,-76.39040187,8,0,4173.7
0,1.0,0,0,0,0,3,2,0,0,36.70169405,-77.53764257,5,0,1955.8
1,1.0,3,2,2,3,1,2,2,0,38.88475665,-77.3808692,5,0,2278.8
1,1.0,2,2,0,2,1,2,2,1,37.20506275,-77.45416629,5,0,3039.0
1,1.0,4,1,2,2,1,2,2,0,38.96270805,-77.36479124,5,0,3039.0
0,1.0,3,2,2,2,1,2,1,0,37.18728355,-80.4119087,9,0,2674.0
1,1.0,4,1,3,1,1,2,1,2,36.9546656,-81.0969344,5,0,4547.9
1,1.0,2,1,2,1,1,2,2,0,38.6370975,-77.28620798,5,0,3184.7
0,1.0,2,0,2,0,1,2,1,0,36.8770123,-82.7545017,5,0,2665.3
1,1.0,2,0,2,2,1,2,1,0,36.6708585,-80.92406192,5,0,2086.8
1,1.0,1,3,1,2,1,2,2,2,37.0687436,-80.7570461,5,0,4391.5
1,1.0,2,0,2,2,1,2,2,0,37.12379645,-81.48923243,5,0,4391.5
1,1.0,3,0,2,0,2,2,0,0,37.60330205,-77.54148078,9,0,1512.3
0,1.0,0,0,0,0,0,0,0,0,36.7752512,-76.0981384,5,0,3184.7
0,1.0,0,0,0,0,0,0,0,0,36.74551675,-76.24787374,9,0,1287.9
1,1.0,3,1,3,3,1,2,2,0,37.79205105,-79.88124392,5,0,1639.7
1,1.0,3,2,2,2,1,2,3,0,37.2850097,-82.06671577,9,0,2641.7
1,1.0,3,0,2,2,2,2,0,0,38.8885308,-77.12146863,5,0,1522.3
0,1.0,4,1,3,2,0,2,0,0,37.4667708,-77.6594268,5,0,3184.7
1,1.0,3,0,2,0,1,2,0,0,38.2177284,-77.49602472,8,0,1577.1
1,1.0,3,0,2,0,2,2,0,0,38.8199578,-77.64132505,5,0,1313.7
1,1.0,3,2,3,1,2,1,1,2,37.99262895,-79.83182754,5,0,1288.3
1,1.0,2,2,2,2,1,2,2,0,37.33295555,-80.7128496,5,0,4052.7
1,1.0,4,0,2,0,2,2,0,0,37.16046005,-82.44926895,9,0,1303.8
1,1.0,3,2,3,2,2,2,1,2,38.8703896,-78.51246375,5,0,1143.6
1,1.0,0,0,0,0,0,0,0,0,46.06169505,-118.3427751,1,2,173.3
1,1.0,0,0,0,0,0,0,0,0,48.4188156,-122.3241235,1,2,483.9
1,1.0,0,0,0,0,0,0,0,0,47.6101681,-122.3278853,1,2,26.8
1,1.0,0,0,0,0,3,0,0,0,48.5020006,-122.6158622,1,2,112.6
1,1.0,0,2,0,2,0,0,0,0,47.64941155,-122.3076383,1,2,101.4
1,1.0,0,2,0,2,0,0,0,0,47.48729935,-122.2959177,1,2,98.8
0,1.0,0,0,0,0,0,0,0,0,48.0009814,-122.2048951,7,2,460.4
1,1.0,0,0,0,0,0,0,0,0,47.3095824,-122.2291962,1,2,55.6
1,1.0,0,0,0,0,0,0,0,0,47.406481,-120.3219137,1,2,261.5
1,1.0,4,2,2,2,3,0,0,0,46.7127864,-122.9856522,7,2,678.5
1,1.0,2,2,0,1,0,0,0,2,47.1547873,-122.5017675,9,2,1377.5
1,1.0,0,0,0,0,0,0,0,0,47.0524331,-122.8474262,1,2,222.5
1,1.0,2,2,0,2,1,2,1,2,47.60711215,-122.310904,1,2,62.5
1,1.0,0,0,0,2,0,0,0,0,47.80280535,-122.3335911,1,2,107.4
1,1.0,3,2,0,2,2,2,0,0,39.6542801,-104.9812154,8,2,302.9
1,1.0,2,2,0,2,1,0,0,0,47.2454805,-122.4480476,7,2,633.2
1,1.0,0,2,0,2,0,0,0,0,46.9796257,-123.8469564,9,2,920.9
1,1.0,3,2,0,2,2,2,2,1,9.4450177,76.5413009,8,2,331.6
1,1.0,4,2,0,2,3,2,2,0,46.59379635,-120.5467646,9,2,767.4
1,1.0,3,2,0,2,2,0,0,2,46.37077395,-120.3167345,1,2,1002.8
1,1.0,0,0,0,0,0,0,0,0,38.3832198,-84.27764824,9,2,61.8
1,1.0,3,2,0,2,2,0,0,0,37.98385435,-87.5714263,1,2,936.3
1,1.0,3,2,0,2,2,0,0,0,46.05596915,-118.3295105,1,2,125.1
1,1.0,0,0,0,2,0,0,2,0,45.62437405,-122.5810492,1,2,120.3
1,1.0,0,0,0,2,3,0,0,0,47.6211869,-122.1869562,1,2,200.4
1,1.0,0,0,0,0,0,0,0,0,46.19883365,-119.120793,1,2,365.3
1,1.0,3,0,0,2,0,2,3,0,47.6483761,-117.4117102,9,2,960.8
0,1.0,3,2,0,2,2,2,3,2,46.2817683,-119.2818073,8,2,135.1
1,1.0,0,0,0,0,0,0,0,0,48.18955215,-122.1187235,9,2,520.4
1,1.0,4,0,0,2,3,2,2,0,47.60430475,-122.3240717,9,2,674.5
0,1.0,0,0,0,0,0,0,0,0,48.11526255,-123.414303,1,2,313.0
1,1.0,0,0,0,0,0,0,0,0,47.7093169,-117.4072172,9,1,1554.3
1,1.0,0,0,0,0,0,0,0,0,47.1777707,-122.2886421,9,1,3020.6
0,1.0,0,0,0,0,0,0,0,0,47.5380414,-122.1680114,8,1,1639.7
1,1.0,0,0,0,0,0,0,0,0,47.2454805,-122.4480476,8,1,2086.8
0,1.0,0,0,0,0,0,0,0,0,33.4827625,-112.005702,9,1,1090.0
1,1.0,0,0,0,0,0,0,0,0,47.04274285,-122.9514679,8,1,3522.5
1,1.0,4,2,2,3,3,2,2,2,45.7203292,-122.6481978,9,0,843.2
1,1.0,3,2,2,2,3,2,3,2,35.47775105,-97.51995981,9,0,1316.7
1,1.0,3,2,2,2,3,2,2,2,47.5357121,-122.0217681,9,0,736.0
1,1.0,3,2,2,2,2,2,2,2,46.3120361,-117.9705178,9,0,478.7
1,1.0,3,2,1,3,3,2,3,2,46.6627295,-123.8124627,9,0,1333.2
1,1.0,3,2,1,3,1,2,2,3,40.81664755,-73.92447027,3,0,1792.9
1,1.0,4,2,2,3,1,2,2,2,47.33109905,-118.6820744,7,0,765.4
1,1.0,5,2,3,3,3,2,2,2,47.94213235,-119.0075727,7,0,502.0
1,1.0,3,2,1,3,3,2,3,2,35.5636695,-86.44829749,3,0,1792.9
1,1.0,4,2,1,3,2,3,3,2,35.95727965,-83.93718487,7,0,1387.3
1,1.0,4,2,1,3,2,2,2,2,35.53544355,-89.67851508,9,0,765.4
1,1.0,3,3,1,3,1,2,2,1,36.2965552,-88.31051404,2,0,917.5
1,1.0,3,2,1,3,3,2,2,2,36.15383885,-86.80245712,7,0,628.7
1,1.0,2,2,1,1,3,2,2,3,35.5636695,-86.44829749,1,0,920.3
1,1.0,3,2,1,3,2,2,3,2,35.38225765,-86.2314806,9,0,1534.8
1,1.0,4,2,1,3,3,2,2,0,35.9612014,-85.829345,9,0,1792.9
1,1.0,3,2,2,3,2,2,2,2,36.17613835,-86.60831998,9,0,836.9
1,1.0,4,3,2,3,3,2,2,2,35.700135,-85.74275879,9,0,917.5
1,1.0,4,2,3,2,3,2,3,2,43.4822427,-79.6961163,5,0,1792.9
1,1.0,3,2,2,3,2,2,2,2,35.0349202,-85.26799265,9,0,876.2
1,1.0,0,0,0,0,0,2,2,0,35.0670339,-89.9307532,1,0,336.4
1,1.0,3,2,2,2,2,2,3,2,36.1533336,-86.80918638,8,0,832.5
1,1.0,4,0,2,2,3,2,3,2,35.9179035,-84.10111359,9,0,517.4
1,1.0,3,2,2,2,2,2,3,2,36.5738166,-84.12856325,9,0,1500.2
1,1.0,3,2,0,2,2,2,3,2,35.26772735,-88.99962472,2,0,265.8
1,1.0,3,2,2,2,2,2,2,2,36.1373509,-88.48924038,9,0,668.3
1,1.0,3,2,2,2,2,2,3,2,32.50537845,-84.95972819,9,0,685.6
1,1.0,4,0,2,2,3,2,2,2,36.3369485,-82.40168283,8,0,396.6
1,1.0,4,2,3,2,3,3,3,2,35.17673495,-84.87015505,5,0,920.3
1,1.0,4,2,3,2,3,2,3,2,36.3850836,-85.32772483,7,0,1013.4
1,1.0,4,2,3,3,2,2,2,2,35.6837927,-88.85388285,9,0,1411.9
1,1.0,4,2,3,3,3,2,3,2,36.22053585,-86.32780543,5,0,550.8
1,1.0,3,2,1,2,3,2,2,2,36.07623775,-86.72231611,9,0,1010.2
1,1.0,3,2,1,3,3,2,2,0,35.8329005,-86.07202645,9,0,1268.3
1,1.0,0,0,0,0,3,2,3,0,36.1551457,-86.8033192,4,0,502.0
0,1.0,4,0,0,2,3,2,3,0,35.9749264,-86.56590105,7,0,670.4
1,1.0,0,0,2,0,3,0,0,0,35.8643044,-86.43040108,5,0,1387.3
1,1.0,3,2,2,2,2,2,2,2,36.3201151,-87.68970508,9,0,823.1
1,1.0,0,0,0,0,0,0,3,0,35.77952495,-87.45911484,8,0,1142.2
1,1.0,0,0,0,0,0,0,0,0,36.3879675,-86.16820919,1,2,504.6
1,1.0,3,2,0,2,0,0,3,0,48.10630365,-119.7825694,9,2,709.9
1,1.0,0,0,0,0,0,0,0,0,36.45353225,-81.79755867,9,2,658.6
1,1.0,3,2,0,2,3,2,3,2,36.5190054,-86.02699661,1,2,723.5
1,1.0,0,0,0,0,0,0,0,0,35.6211164,-85.19070536,1,2,594.7
1,1.0,0,0,0,0,0,0,0,0,34.0041099,-86.00333589,1,2,379.9
1,1.0,0,0,0,0,0,0,0,0,35.46473205,-86.78547874,8,2,393.4
1,1.0,0,0,0,0,0,0,0,0,35.529248,-84.98218477,1,2,211.0
1,1.0,0,0,0,0,0,0,0,0,36.27714595,-87.06568999,9,2,633.4
0,1.0,0,0,0,0,0,0,0,0,35.7451038,-89.54965863,2,2,303.1
1,1.0,0,0,0,2,0,0,0,0,35.0265774,-84.385233,1,2,465.2
1,1.0,0,0,0,0,0,0,0,2,36.05496375,-88.1077413,1,2,333.3
1,1.0,0,0,0,2,0,0,0,0,36.54405785,-85.50057729,1,2,571.2
1,1.0,3,0,0,2,0,2,3,0,35.9557977,-83.93857895,1,2,406.1
1,1.0,3,0,0,2,0,2,2,0,31.77028905,-106.5009397,1,2,396.7
1,1.0,4,2,0,2,2,0,0,0,30.04364555,-99.15276343,1,2,571.9
1,1.0,0,0,0,0,0,0,0,0,33.90246665,-98.50182102,1,2,525.0
1,1.0,0,2,0,2,0,0,0,0,29.31201835,-94.7762733,9,2,342.9
1,1.0,0,0,0,2,3,0,0,0,32.7865443,-96.78199035,1,2,787.9
1,1.0,3,2,0,2,0,2,0,0,28.81286725,-96.97770216,1,2,564.1
1,1.0,0,0,0,0,0,0,0,0,25.91724635,-97.51015475,1,2,269.0
1,1.0,0,0,0,2,3,0,0,0,27.53305275,-99.47807596,9,2,462.0
1,1.0,3,2,0,2,2,2,3,2,32.53756355,-94.36946864,9,2,547.4
0,1.0,0,0,0,0,0,0,0,0,30.08799055,-94.13158257,9,1,920.3
1,1.0,3,1,1,2,3,2,1,3,47.2454805,-122.4480476,7,0,2689.4
1,1.0,2,2,1,1,1,2,1,3,33.57689345,-101.8921117,9,0,1547.8
1,1.0,3,1,1,2,2,2,2,3,46.87840235,-113.9926659,9,0,1389.9
1,1.0,3,2,2,2,2,2,1,2,27.77982145,-97.41602804,9,0,296.2
1,1.0,2,1,1,1,2,2,1,1,32.76125335,-96.82504596,9,0,3568.4
1,1.0,2,3,3,2,1,2,1,2,31.07785755,-97.36273014,9,0,344.8
1,1.0,3,2,1,2,1,2,1,2,32.4530775,-100.3974156,8,0,1459.7
1,1.0,3,2,2,2,1,2,1,3,30.30509415,-97.74611234,8,0,1547.8
1,1.0,3,1,3,1,2,2,1,3,8.662478,3.399816486,9,0,985.2
1,1.0,3,2,2,2,2,2,2,2,32.76799085,-99.89492748,9,0,1265.0
1,1.0,3,1,1,1,2,2,2,3,32.8349093,-96.96102012,9,0,2804.1
1,1.0,4,1,3,1,2,2,1,3,33.17599915,-94.97180742,8,0,551.1
1,1.0,2,1,1,1,1,2,1,2,28.40736635,-97.73141611,9,0,2689.4
1,1.0,2,2,1,1,1,2,1,1,33.089291,-98.58363103,7,0,3568.4
1,1.0,3,2,3,1,3,2,2,3,32.8275548,-97.21295947,9,0,892.9
1,1.0,2,3,2,1,3,2,1,2,33.6446895,-97.16252055,8,0,944.9
1,1.0,2,2,1,1,2,2,1,2,28.71388985,-100.4547246,9,0,794.2
1,1.0,3,1,1,3,2,2,2,2,29.66145195,-95.18391397,9,0,1536.1
1,1.0,2,2,1,2,1,2,1,2,35.5728217,-100.9644615,8,0,2139.0
1,1.0,0,0,0,0,0,0,0,0,29.15887585,-98.17480936,9,1,2689.4
1,1.0,3,1,3,1,2,2,1,3,26.1533828,-97.97822096,9,0,634.2
1,1.0,3,2,3,1,2,2,1,3,36.0924309,140.1057243,9,0,307.5
1,1.0,4,2,2,3,2,2,1,2,31.9971096,-102.0996476,9,0,458.9
1,1.0,0,0,0,0,0,0,0,0,32.7369675,-97.33885896,9,1,2517.3
1,1.0,1,2,1,1,1,2,1,2,30.0046887,-97.13679922,8,0,4235.7
1,1.0,1,1,1,1,1,1,1,2,32.3321031,-97.43874555,9,0,4235.7
1,1.0,1,2,3,1,1,1,1,2,31.1128604,-97.80207002,5,0,4235.7
1,1.0,2,1,1,1,1,1,1,3,29.3749845,-100.8921574,8,0,4235.7
1,1.0,0,0,0,0,0,0,0,0,34.83890305,-102.4136826,9,1,4235.7
1,1.0,1,2,1,1,1,2,1,1,39.2890051,-76.64941352,9,0,491.0
1,1.0,3,2,3,3,1,2,2,3,27.4898305,-97.85086998,9,0,1913.4
1,1.0,3,2,3,1,2,2,1,3,28.93304095,-98.52593054,9,0,1070.2
1,1.0,2,1,1,1,3,2,1,3,26.19590675,-98.3148692,9,0,1070.2
1,1.0,3,1,1,3,2,2,1,3,30.9054605,-102.8808347,9,0,4758.9
1,1.0,2,2,1,1,1,2,1,1,30.14527665,-96.3997407,1,0,858.3
1,1.0,2,2,1,2,1,2,2,2,32.0127737,-97.09922345,7,0,310.9
1,1.0,3,1,2,1,1,2,2,2,33.6874797,-95.54825888,9,0,743.1
1,1.0,1,2,1,1,1,1,1,3,33.42901805,-94.047382,1,0,4758.9
1,1.0,3,3,2,3,2,2,1,2,35.2103548,-101.86114,9,0,917.0
1,1.0,3,2,2,2,2,2,1,2,28.2918669,-82.7096788,3,0,1162.1
1,1.0,3,1,3,1,1,2,2,1,30.2843191,-95.46818561,5,0,4135.8
1,1.0,2,3,2,1,1,2,1,2,32.4720412,-99.73380624,5,0,1502.5
1,1.0,2,2,1,1,1,3,1,2,43.0444216,-91.13740101,1,0,2039.5
1,1.0,3,2,3,1,1,2,1,2,33.15727315,-95.59998092,9,0,491.0
1,1.0,4,2,3,2,3,2,2,2,29.85276935,-97.94568102,9,0,1338.3
1,1.0,2,2,1,1,1,2,1,3,33.2309834,-98.16671978,9,0,957.1
1,1.0,3,2,3,2,2,2,2,2,32.88578575,-100.1349339,7,0,767.4
1,1.0,3,2,3,2,2,2,2,1,29.9538272,-96.26047158,7,0,708.2
1,1.0,2,2,1,3,1,2,1,2,33.2517014,-97.5969009,5,0,491.5
1,1.0,3,2,0,2,0,2,2,0,30.3038361,-97.70649089,9,0,179.8
1,1.0,2,2,1,2,1,2,2,0,32.9193043,-96.6618669,5,0,398.7
1,1.0,2,2,1,1,1,2,1,2,32.59194895,-96.31818,1,0,927.0
1,1.0,2,3,3,1,1,2,1,2,28.89644925,-99.11706918,9,0,596.3
1,1.0,3,2,3,1,1,2,1,2,30.58078975,-96.28972833,5,0,3989.5
1,1.0,4,2,3,2,3,2,2,1,32.9278429,-99.78303829,5,0,423.5
1,1.0,3,2,1,2,2,2,3,0,33.71029535,-96.58544892,8,0,1057.4
1,1.0,3,2,2,1,2,2,1,3,29.5767859,-95.77017411,7,0,597.1
1,1.0,2,3,3,2,1,1,1,3,31.41779915,-100.4701417,1,0,518.8
1,1.0,3,2,2,1,2,2,1,2,30.0713976,-94.11958621,9,0,1418.8
1,1.0,4,3,3,3,3,2,2,2,31.306879,-96.89402944,7,0,420.2
1,1.0,3,3,2,3,1,2,2,2,33.12201305,-96.12438913,5,0,613.5
1,1.0,2,2,2,2,1,2,2,2,29.7108167,-95.39926398,7,0,310.0
1,1.0,3,2,1,1,2,2,1,2,34.43924115,-100.2273681,7,0,654.7
1,1.0,2,2,1,1,1,2,2,3,43.321845,-89.035144,7,0,2039.5
1,1.0,3,2,2,1,3,2,2,3,32.4273249,-96.85802215,7,0,1320.9
1,1.0,2,1,1,2,1,2,1,0,32.9150133,-96.87019623,5,0,866.5
1,1.0,2,2,1,1,1,2,2,3,39.92114,-75.16927021,5,0,499.0
1,1.0,4,2,0,2,3,1,3,0,32.1705809,-95.84632241,5,0,168.1
1,1.0,2,2,1,1,3,2,2,2,33.1875611,-102.2674204,1,0,1793.5
1,1.0,5,1,3,3,3,2,2,2,31.67538885,-96.48057142,1,0,1458.3
1,1.0,2,2,3,1,1,2,2,1,32.8801593,-97.53285441,9,0,812.2
1,1.0,3,2,2,2,3,2,2,1,32.8043477,-96.79502868,9,0,917.0
1,1.0,2,2,3,1,1,2,1,2,29.7680917,-94.98001888,5,0,337.1
1,1.0,3,2,0,1,1,2,2,0,30.2896987,-97.72568587,9,0,332.2
1,1.0,2,3,1,3,1,2,1,2,32.08383585,-96.50359931,1,0,555.0
1,1.0,2,2,0,2,2,1,2,0,32.24236525,-97.74613168,9,0,284.0
1,1.0,2,2,2,2,1,2,1,2,30.77583755,-94.42785452,9,0,518.3
1,1.0,3,1,2,2,2,2,2,1,32.87977855,-96.76244674,7,0,398.7
1,1.0,2,2,3,1,1,2,1,2,28.98016645,-95.99154564,5,0,1409.2
1,1.0,2,2,3,1,1,2,1,2,33.63607125,-96.62354897,9,0,860.2
1,1.0,4,2,3,2,2,2,2,2,32.0585861,-95.5031203,9,0,1244.3
1,1.0,3,3,3,1,2,2,2,2,31.32851035,-94.7538496,7,0,368.7
1,1.0,3,2,3,2,1,2,2,2,32.7496757,-101.9679631,9,0,621.8
1,1.0,3,2,2,2,1,2,3,2,44.2099575,-70.53161762,5,0,703.2
1,1.0,3,2,2,2,2,2,1,3,43.0444216,-91.13740101,9,0,2047.7
1,1.0,3,2,3,2,3,2,2,2,32.9961207,-96.66711121,9,0,1727.4
1,1.0,2,2,1,1,2,2,1,1,34.20625565,-101.7324804,9,0,1320.9
1,1.0,3,2,2,2,2,1,3,0,32.37467895,-99.74363649,1,0,935.6
1,1.0,3,1,3,1,1,2,2,3,32.93387515,-97.09405812,9,0,5776.7
1,1.0,3,2,3,2,2,2,1,2,32.7991435,-98.14505161,9,0,531.2
1,1.0,0,0,0,0,0,0,0,0,31.46476045,-100.4338579,1,0,583.5
1,1.0,3,3,3,2,2,2,1,3,30.9082083,-94.00959406,9,0,751.3
1,1.0,2,2,2,1,1,2,1,2,35.90364915,-100.38817,5,0,971.4
1,1.0,3,2,2,2,2,1,3,2,34.1587309,-99.31456909,1,0,138.7
1,1.0,1,2,1,1,1,2,2,2,-37.01815915,145.1387518,5,0,1798.2
1,1.0,4,1,3,1,3,2,2,2,31.67750005,-98.9934818,9,0,491.0
1,1.0,3,2,2,2,2,2,1,2,32.4327697,-97.80383199,9,0,2034.1
1,1.0,3,1,2,1,2,2,2,3,29.11218075,-97.28341339,9,0,332.2
1,1.0,2,2,3,1,1,2,2,2,33.6559977,-85.8243843,5,0,994.9
1,1.0,3,2,3,1,1,2,3,2,29.78170415,-95.54671017,5,0,1458.3
1,1.0,3,1,3,1,1,2,3,2,29.54143705,-95.12862095,5,0,1653.2
1,1.0,2,2,1,2,2,2,3,3,28.51933565,-99.86331469,9,0,1296.5
1,1.0,2,3,1,1,1,2,2,2,33.17798835,-97.09282265,9,0,1320.9
1,1.0,3,2,0,2,2,2,3,2,30.0206762,-95.44266919,9,0,652.2
1,1.0,3,1,2,1,1,2,2,2,32.8350325,-97.11945638,5,0,388.6
1,1.0,4,2,3,2,3,2,3,2,33.77761235,-97.7324284,9,0,939.4
1,1.0,3,1,3,1,1,2,2,2,27.60665485,-99.47792497,5,0,491.0
1,1.0,3,2,3,1,3,2,1,1,32.91214135,-96.77385309,5,0,2034.1
1,1.0,3,2,3,1,1,2,2,2,33.0214002,-96.76653591,5,0,1484.3
1,1.0,2,2,3,1,1,2,2,0,26.37722935,-98.85847742,5,0,2573.8
1,1.0,3,2,3,1,1,2,2,2,31.6527489,-94.65376497,5,0,1165.4
1,1.0,3,2,2,2,1,2,2,2,31.7257352,-96.17098487,1,0,2039.5
1,1.0,3,1,3,1,1,2,2,3,29.72345775,-95.38701775,5,0,860.2
1,1.0,3,2,2,1,1,2,3,2,31.8518859,-102.3644323,5,0,1320.9
1,1.0,3,2,3,1,1,2,2,2,25.97743005,-97.51434092,5,0,4758.9
1,1.0,2,2,2,2,1,2,2,0,31.77853445,-106.480575,5,0,402.0
1,1.0,2,3,3,2,1,2,1,3,33.0439834,-97.00443993,5,0,518.8
1,1.0,2,3,3,1,1,2,3,2,30.08745,-95.6232555,5,0,1502.5
1,1.0,3,2,2,2,1,3,2,1,32.73570585,-97.34514635,5,0,696.9
1,1.0,3,3,3,3,1,2,3,2,32.69218405,-97.11294287,5,0,1056.8
1,1.0,2,2,3,1,1,2,2,0,32.58615905,-97.31661787,5,0,2383.7
0,1.0,2,2,2,1,1,2,3,0,29.99530055,-95.27656987,5,0,1653.2
1,1.0,4,2,2,2,3,2,2,2,31.7720199,-106.434898,1,0,2014.0
1,1.0,3,2,3,1,3,2,3,2,32.77861755,-96.60127958,5,0,917.0
1,1.0,2,2,2,2,1,2,3,2,32.42636365,-95.21407077,5,0,410.5
1,1.0,3,2,3,2,1,2,1,2,29.21907545,-96.29099374,5,0,866.5
1,1.0,0,0,0,0,0,2,0,0,33.9119681,-102.3443292,9,0,4758.9
1,1.0,3,2,3,1,1,2,1,2,32.5337661,-94.73065344,5,0,373.9
1,1.0,3,1,3,1,1,2,3,3,29.5501643,-95.08700486,5,0,1339.2
1,1.0,2,2,1,1,1,2,1,1,26.18658035,-98.22126017,1,0,724.2
1,1.0,2,2,3,1,1,2,2,2,30.22612945,-97.77460741,5,0,762.2
1,1.0,2,3,2,1,1,2,3,2,29.9273877,-95.58993173,5,0,1712.4
1,1.0,2,3,1,3,1,2,1,2,30.51006835,-97.7146088,5,0,175.3
1,1.0,3,1,2,1,1,2,3,2,32.64549795,-96.87637444,5,0,506.4
1,1.0,2,2,2,1,1,2,3,2,33.2173795,-97.16541953,5,0,1320.9
1,1.0,2,3,3,1,1,2,2,2,33.4136127,-99.811359,5,0,659.5
1,1.0,2,2,3,1,1,2,1,3,31.7325865,-95.6270953,5,0,1615.9
1,1.0,3,3,3,1,1,2,2,1,33.5731789,-102.3689102,8,0,310.0
1,1.0,4,1,2,2,3,2,2,2,33.04374535,-96.83625957,8,0,525.6
1,1.0,4,1,3,2,3,2,3,2,30.0185245,-95.44413345,5,0,397.5
1,1.0,2,2,3,1,1,2,2,0,30.04952045,-95.25492319,5,0,1296.5
1,1.0,2,2,3,1,1,2,2,0,29.84786385,-95.40824293,5,0,4758.9
1,1.0,4,2,2,2,3,2,2,2,29.7002235,-95.40908336,1,0,1808.6
1,1.0,2,2,2,2,1,2,2,2,30.3502455,-97.7517664,5,0,606.2
1,1.0,2,2,3,1,1,2,1,2,30.4117954,-97.70636442,5,0,842.8
1,1.0,3,2,3,1,3,2,1,1,32.90215235,-96.95718306,5,0,1068.0
1,1.0,3,2,3,1,1,1,1,3,26.2627193,-98.19833934,9,0,935.5
1,1.0,2,2,2,2,1,2,2,2,33.87301225,-98.58066083,9,0,743.1
1,1.0,4,2,3,2,3,2,2,2,27.76422075,-98.04174958,8,0,501.2
1,1.0,3,2,3,2,1,2,2,2,40.79397865,-77.85355415,5,0,1502.5
1,1.0,3,1,2,2,1,2,2,2,29.9671381,-95.55112997,9,0,491.0
1,1.0,3,2,2,2,2,2,1,0,29.7872041,-95.7862878,9,0,4758.9
1,1.0,4,2,1,2,3,2,3,2,29.56523795,-95.69030896,9,0,743.1
1,1.0,4,2,2,2,3,2,3,2,32.78815765,-96.78102758,5,0,542.9
1,1.0,2,2,2,1,1,2,3,2,26.1575127,-97.67528782,5,0,1409.2
1,1.0,3,2,2,1,2,2,1,2,29.6138746,-98.47764405,9,0,233.0
1,1.0,3,2,0,2,2,2,3,0,30.22609275,-97.89263762,9,2,578.9
